BUILDING_NUMBER,BUILDING_NAME_LONG,BUILDING_GROUP_LEVEL1,CLUSTER_NUM,BUILDING_TYPE,BUILDING_USE,SITE,CAMPUS_SECTOR,YEAR_CONST_BEGAN,YEAR_OCCUPIED,LATITUDE_WGS,LONGITUDE_WGS,OWNERSHIP_TYPE,BUILDING_HEIGHT,NUM_OF_ROOMS,EXT_GROSS_AREA,ASSIGNABLE_AREA,NON_ASSIGNABLE_AREA,BLDG_SRV,CIRCULAT,CLASSRMS,GENERAL,HEALTH,LABS,MECHANIC,OFFICES,RESIDENT,SPECIAL,STUDY,SUPPORT,UNCLASS,USEABLE_AREA,STRUCT_AREA,LEVEL3_CATEGORY,LEVEL2_CATEGORY,NUMBER_OF_UNITS,UNIT_OF_MEASURE,MMBTU,kBTU,GHG,PI_CONNECTION,METER_STATUS,START_DATE,END_DATE,START_DATE_USE,START_DATE_USE_YEAR
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Gas,Purchased,1254151.0,THM,128801.3077,1.288013077E8,6850.0399474091,Only E40,No Individual Metering,2017-08-01,2017-08-31,2017-07-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Gas,Purchased,1283929.0,THM,131859.5083,1.318595083E8,7012.6842299189,Only E40,No Individual Metering,2017-09-01,2017-09-30,2017-08-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Gas,Purchased,1272160.991,THM,130650.9337757,1.306509337757E8,6948.40861099305,Only E40,No Individual Metering,2017-10-01,2017-10-31,2017-09-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Gas,Purchased,1127803.0,THM,115825.3681,1.158253681E8,6159.9405516623,Only E40,No Individual Metering,2017-11-01,2017-11-30,2017-10-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,-1.5511535E7,KWH,-52940.868955,-5.2940868955E7,-4658.79646804,Only E40,No Individual Metering,2018-01-01,2018-01-31,2017-12-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,58.0,MLB,63.8,63800.0,3.828,Only E40,No Individual Metering,2017-09-01,2017-09-30,2017-08-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Purchased,1.5854937E7,KWH,54097.045044,5.4097045044E7,5374.823643,Only E40,No Individual Metering,2017-03-01,2017-03-31,2017-02-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,450000.0,KWH,1535.85,1535850.0,135.1548,Only E40,No Individual Metering,2017-12-01,2017-12-31,2017-11-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,-1.8468274E7,KWH,-63032.219162,-6.3032219162E7,-5546.835286256,Only E40,No Individual Metering,2017-06-01,2017-06-30,2017-05-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Gas,Purchased,596509.001,CCF,61261.4744027,6.12614744027E7,3258.06899315879,Only E40,No Individual Metering,2017-03-01,2017-03-31,2017-02-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Gas,Purchased,-1253566.49,CCF,-128741.278523,-1.28741278523E8,-6846.84741568871,Only E40,No Individual Metering,2017-04-01,2017-04-30,2017-03-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Gas,Purchased,563431.0,THM,57864.3637,5.78643637E7,3077.4004546571,Only E40,No Individual Metering,2017-08-01,2017-08-31,2017-07-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,450000.0,KWH,1535.85,1535850.0,135.1548,Only E40,No Individual Metering,2017-09-01,2017-09-30,2017-08-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,450000.0,KWH,1535.85,1535850.0,135.1548,Only E40,No Individual Metering,2017-10-01,2017-10-31,2017-09-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,450000.0,KWH,1535.85,1535850.0,135.1548,Only E40,No Individual Metering,2017-11-01,2017-11-30,2017-10-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Gas,Purchased,657058.001,CCF,67479.8567027,6.74798567027E7,3588.78121901969,Only E40,No Individual Metering,2017-02-01,2017-02-28,2017-01-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,1632.0,MLB,1795.2,1795200.0,107.712,Only E40,No Individual Metering,2017-03-01,2017-03-31,2017-02-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,761.0,MLB,837.1,837100.0,50.226,Only E40,No Individual Metering,2017-04-01,2017-04-30,2017-03-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,1203995.0,KWH,4109.234935,4109234.935,361.61267428,Only E40,No Individual Metering,2017-04-01,2017-04-30,2017-03-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,1318194.0,KWH,4498.996122,4498996.122,395.911658736,Only E40,No Individual Metering,2017-05-01,2017-05-31,2017-04-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,344.0,MLB,378.4,378400.0,22.704,Only E40,No Individual Metering,2017-07-01,2017-07-31,2017-06-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,328.0,MLB,360.8,360800.0,21.648,Only E40,No Individual Metering,2017-08-01,2017-08-31,2017-07-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,4633389.0,KWH,15813.756657,1.5813756657E7,1391.610585816,Only E40,No Individual Metering,2017-08-01,2017-08-31,2017-07-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,6292791.0,KWH,21477.295683,2.1477295683E7,1890.002020104,Only E40,No Individual Metering,2017-09-01,2017-09-30,2017-08-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,4098038.0,KWH,13986.603694,1.3986603694E7,1230.821125072,Only E40,No Individual Metering,2017-10-01,2017-10-31,2017-09-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,4294018.0,KWH,14655.483434,1.4655483434E7,1289.682542192,Only E40,No Individual Metering,2017-11-01,2017-11-30,2017-10-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,840.0,MLB,924.0,924000.0,55.44,Only E40,No Individual Metering,2018-01-01,2018-01-31,2017-12-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,-136312.0,MLB,-149943.2,-1.499432E8,-8996.592,Only E40,No Individual Metering,2017-02-01,2017-02-28,2017-01-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,-125042.0,MLB,-137546.2,-1.375462E8,-8252.772,Only E40,No Individual Metering,2017-03-01,2017-03-31,2017-02-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Purchased,1.6705755E7,KWH,57000.03606,5.700003606E7,5663.250945,Only E40,No Individual Metering,2017-04-01,2017-04-30,2017-03-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Purchased,1.7218375999E7,KWH,58749.098908588,5.8749098908588E7,5837.029463661,Only E40,No Individual Metering,2017-05-01,2017-05-31,2017-04-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Purchased,1.8419045001E7,KWH,62845.781543412,6.2845781543412E7,6244.056255339,Only E40,No Individual Metering,2017-06-01,2017-06-30,2017-05-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Purchased,8920286.0,KWH,30436.015832,3.0436015832E7,3023.976954,Only E40,No Individual Metering,2017-07-01,2017-07-31,2017-06-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Purchased,1.021815E7,KWH,34864.3278,3.48643278E7,3463.95285,Only E40,No Individual Metering,2017-08-01,2017-08-31,2017-07-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Purchased,8681323.0,KWH,29620.674076,2.9620674076E7,2942.968497,Only E40,No Individual Metering,2017-09-01,2017-09-30,2017-08-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,-79380.0,MLB,-87318.0,-8.7318E7,-5239.08,Only E40,No Individual Metering,2017-11-01,2017-11-30,2017-10-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,-86412.0,MLB,-95053.2,-9.50532E7,-5703.192,Only E40,No Individual Metering,2017-12-01,2017-12-31,2017-11-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,29555.0,MLB,32510.5,3.25105E7,1950.63,Only E40,No Individual Metering,2017-10-01,2017-10-31,2017-09-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,450000.0,KWH,1535.85,1535850.0,135.1548,Only E40,No Individual Metering,2017-02-01,2017-02-28,2017-01-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,1790.0,MLB,1969.0,1969000.0,118.14,Only E40,No Individual Metering,2017-02-01,2017-02-28,2017-01-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,900.0,MLB,990.0,990000.0,59.4,Only E40,No Individual Metering,2017-05-01,2017-05-31,2017-04-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,600.0,MLB,660.0,660000.0,39.6,Only E40,No Individual Metering,2017-06-01,2017-06-30,2017-05-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Chilled Water,Produced,125844.0,THR,1510.128,1510128.0,49.768533432,Only E40,No Individual Metering,2017-02-01,2017-02-28,2017-01-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Chilled Water,Produced,85481.0,THR,1025.772,1025772.0,33.805854918,Only E40,No Individual Metering,2017-03-01,2017-03-31,2017-02-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Chilled Water,Produced,99977.0,THR,1199.724,1199724.0,39.538704006,Only E40,No Individual Metering,2017-04-01,2017-04-30,2017-03-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Chilled Water,Produced,195851.0,THR,2350.212,2350212.0,77.454761778,Only E40,No Individual Metering,2017-05-01,2017-05-31,2017-04-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,517.0,MLB,568.7,568700.0,34.122,Only E40,No Individual Metering,2017-11-01,2017-11-30,2017-10-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Fuel Oil #2,Purchased,39261.0,GAL,5535.801,5535801.0,405.165868592418,Only E40,No Individual Metering,2017-12-01,2017-12-31,2017-11-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Gas,Purchased,1761007.0,THM,180855.4189,1.808554189E8,9618.4337433587,Only E40,No Individual Metering,2017-07-01,2017-07-31,2017-06-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,-1.6671359E7,KWH,-56899.348267,-5.6899348267E7,-5007.142647496,Only E40,No Individual Metering,2017-04-01,2017-04-30,2017-03-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Produced,-1.7471359E7,KWH,-59629.748267,-5.9629748267E7,-5247.417847496,Only E40,No Individual Metering,2017-05-01,2017-05-31,2017-04-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Purchased,8104367.0,KWH,27652.100204,2.7652100204E7,2747.380413,Only E40,No Individual Metering,2017-10-01,2017-10-31,2017-09-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Purchased,1.0277881E7,KWH,35068.129972,3.5068129972E7,3484.201659,Only E40,No Individual Metering,2017-12-01,2017-12-31,2017-11-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Purchased,2893195.0,KWH,9871.58134,9871581.34,980.793105,Only E40,No Individual Metering,2018-01-01,2018-01-31,2017-12-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Gas,Purchased,1123869.0,CCF,115421.3463,1.154213463E8,6138.4534602729,Only E40,No Individual Metering,2017-05-01,2017-05-31,2017-04-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Gas,Purchased,764767.001,CCF,78541.5710027,7.85415710027E7,4177.07637063659,Only E40,No Individual Metering,2017-06-01,2017-06-30,2017-05-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Chilled Water,Produced,-1962051.0,THR,-23544.612,-2.3544612E7,-775.948005378,Only E40,No Individual Metering,2017-02-01,2017-02-28,2017-01-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Purchased,1.6409787E7,KWH,55990.193244,5.5990193244E7,5562.917793,Only E40,No Individual Metering,2017-02-01,2017-02-28,2017-01-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,-126401.0,MLB,-139041.1,-1.390411E8,-8342.466,Only E40,No Individual Metering,2017-04-01,2017-04-30,2017-03-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,-80840.0,MLB,-88924.0,-8.8924E7,-5335.44,Only E40,No Individual Metering,2017-05-01,2017-05-31,2017-04-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,-66427.0,MLB,-73069.7,-7.30697E7,-4384.182,Only E40,No Individual Metering,2017-06-01,2017-06-30,2017-05-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Electricity,Purchased,1.8465269E7,KWH,63003.497828,6.3003497828E7,6259.726191,Only E40,No Individual Metering,2017-11-01,2017-11-30,2017-10-01,2017
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,null,null,MIT,null,null,null,null,null,OWNED,null,159,126283.75,13420.16,101941.31,104.49,6748.29,0.0,554.75,0.0,261.86,106335.8,4674.16,0.0,0.0,0.0,7929.39,42.0,126650.74,-366.99,Steam,Produced,-71786.0,MLB,-78964.6,-7.89646E7,-4737.876,Only E40,No Individual Metering,2017-10-01,2017-10-31,2017-09-01,2017
