BUILDING_NUMBER,BUILDING_NAME_LONG,BUILDING_GROUP_LEVEL1,CLUSTER_NUM,BUILDING_TYPE,BUILDING_USE,SITE,CAMPUS_SECTOR,YEAR_CONST_BEGAN,YEAR_OCCUPIED,LATITUDE_WGS,LONGITUDE_WGS,OWNERSHIP_TYPE,BUILDING_HEIGHT,NUM_OF_ROOMS,EXT_GROSS_AREA,ASSIGNABLE_AREA,NON_ASSIGNABLE_AREA,BLDG_SRV,CIRCULAT,CLASSRMS,GENERAL,HEALTH,LABS,MECHANIC,OFFICES,RESIDENT,SPECIAL,STUDY,SUPPORT,UNCLASS,USEABLE_AREA,STRUCT_AREA,LEVEL3_CATEGORY,LEVEL2_CATEGORY,NUMBER_OF_UNITS,UNIT_OF_MEASURE,MMBTU,kBTU,GHG,PI_CONNECTION,METER_STATUS,START_DATE,END_DATE,START_DATE_USE,START_DATE_USE_YEAR
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Chilled Water,Produced,25964.0,THR,311.568,311568.0,10.268190792,Y,Chilled Water Only,2017-10-01,2017-10-31,2017-09-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Chilled Water,Produced,33469.0,THR,401.628,401628.0,13.236253182,Y,Chilled Water Only,2017-09-01,2017-09-30,2017-08-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Chilled Water,Produced,34517.0,THR,414.204,414204.0,13.650714126,Y,Chilled Water Only,2017-06-01,2017-06-30,2017-05-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Chilled Water,Produced,25598.0,THR,307.176,307176.0,10.123445844,Y,Chilled Water Only,2017-11-01,2017-11-30,2017-10-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Chilled Water,Produced,23630.0,THR,283.56,283560.0,9.34514514,Y,Chilled Water Only,2017-03-01,2017-03-31,2017-02-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Chilled Water,Produced,25083.0,THR,300.996,300996.0,9.919774674,Y,Chilled Water Only,2017-04-01,2017-04-30,2017-03-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Steam,Produced,3237.0,MLB,3560.7,3560700.0,213.642,Y,Chilled Water Only,2017-02-01,2017-02-28,2017-01-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Chilled Water,Produced,31675.0,THR,380.1,380100.0,12.52676565,Y,Chilled Water Only,2017-05-01,2017-05-31,2017-04-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Electricity,Produced,149268.0,KWH,509.451684,509451.684,44.831748192,Y,Chilled Water Only,2017-02-01,2017-02-28,2017-01-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Steam,Produced,621.0,MLB,683.1,683100.0,40.986,Y,Chilled Water Only,2017-07-01,2017-07-31,2017-06-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Chilled Water,Produced,23902.0,THR,286.824,286824.0,9.452715156,Y,Chilled Water Only,2017-02-01,2017-02-28,2017-01-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Electricity,Produced,203574.0,KWH,694.798062,694798.062,61.142229456,Y,Chilled Water Only,2017-04-01,2017-04-30,2017-03-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Chilled Water,Produced,37091.0,THR,445.092,445092.0,14.668674498,Y,Chilled Water Only,2017-07-01,2017-07-31,2017-06-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Steam,Produced,1519.0,MLB,1670.9,1670900.0,100.254,Y,Chilled Water Only,2018-01-01,2018-01-31,2017-12-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Steam,Produced,471.0,MLB,518.1,518100.0,31.086,Y,Chilled Water Only,2017-10-01,2017-10-31,2017-09-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Electricity,Produced,376785.0,KWH,1285.967205,1285967.205,113.16511404,Y,Chilled Water Only,2017-05-01,2017-05-31,2017-04-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Steam,Produced,1628.0,MLB,1790.8,1790800.0,107.448,Y,Chilled Water Only,2017-05-01,2017-05-31,2017-04-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Electricity,Produced,141413.0,KWH,482.642569,482642.569,42.472546072,Y,Chilled Water Only,2017-07-01,2017-07-31,2017-06-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Electricity,Produced,141205.0,KWH,481.932665,481932.665,42.41007452,Y,Chilled Water Only,2017-03-01,2017-03-31,2017-02-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Electricity,Produced,213778.0,KWH,729.624314,729624.314,64.206939632,Y,Chilled Water Only,2017-10-01,2017-10-31,2017-09-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Electricity,Produced,5217.0,KWH,17.805621,17805.621,1.566894648,Y,Chilled Water Only,2017-09-01,2017-09-30,2017-08-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Steam,Produced,1376.0,MLB,1513.6,1513600.0,90.816,Y,Chilled Water Only,2017-04-01,2017-04-30,2017-03-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Steam,Produced,105.0,MLB,115.5,115500.0,6.93,Y,Chilled Water Only,2017-09-01,2017-09-30,2017-08-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Chilled Water,Produced,21857.0,THR,262.284,262284.0,8.643962646,Y,Chilled Water Only,2017-12-01,2017-12-31,2017-11-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Steam,Produced,593.0,MLB,652.3,652300.0,39.138,Y,Chilled Water Only,2017-08-01,2017-08-31,2017-07-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Electricity,Produced,44847.0,KWH,153.062811,153062.811,13.469527368,Y,Chilled Water Only,2018-01-01,2018-01-31,2017-12-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Steam,Produced,1085.0,MLB,1193.5,1193500.0,71.61,Y,Chilled Water Only,2017-06-01,2017-06-30,2017-05-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Steam,Produced,732.0,MLB,805.2,805200.0,48.312,Y,Chilled Water Only,2017-12-01,2017-12-31,2017-11-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Chilled Water,Produced,20622.0,THR,247.464,247464.0,8.155547316,Y,Chilled Water Only,2018-01-01,2018-01-31,2017-12-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Electricity,Produced,385228.0,KWH,1314.783164,1314783.164,115.700918432,Y,Chilled Water Only,2017-08-01,2017-08-31,2017-07-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Electricity,Produced,1277.0,KWH,4.358401,4358.401,0.383539288,Y,Chilled Water Only,2017-12-01,2017-12-31,2017-11-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Steam,Produced,2951.0,MLB,3246.1,3246100.0,194.766,Y,Chilled Water Only,2017-03-01,2017-03-31,2017-02-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Chilled Water,Produced,32142.0,THR,385.704,385704.0,12.711453876,Y,Chilled Water Only,2017-08-01,2017-08-31,2017-07-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Steam,Produced,935.0,MLB,1028.5,1028500.0,61.71,Y,Chilled Water Only,2017-11-01,2017-11-30,2017-10-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Electricity,Produced,148819.0,KWH,507.919247,507919.247,44.696893736,Y,Chilled Water Only,2017-06-01,2017-06-30,2017-05-01,2017
1,Henry L Pierce Engineering Laboratory,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1917,42.3580859045,-71.092357234,OWNED,81.4,400,116038.74,76078.57,28749.48,2154.71,19523.24,12509.24,147.58,0.0,28315.91,7071.53,34998.21,0.0,0.0,0.0,107.63,0.0,104828.05,11210.69,Electricity,Produced,98082.0,KWH,334.753866,334753.866,29.458340208,Y,Chilled Water Only,2017-11-01,2017-11-30,2017-10-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Chilled Water,Produced,74394.0,THR,892.728,892728.0,29.421190332,Y,Chilled Water Only,2017-08-01,2017-08-31,2017-07-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Chilled Water,Produced,79062.0,THR,948.744,948744.0,31.267281636,Y,Chilled Water Only,2017-10-01,2017-10-31,2017-09-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Steam,Produced,594.0,MLB,653.4,653400.0,39.204,Y,Chilled Water Only,2017-10-01,2017-10-31,2017-09-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Steam,Produced,924.0,MLB,1016.4,1016400.0,60.984,Y,Chilled Water Only,2017-12-01,2017-12-31,2017-11-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Steam,Produced,1917.0,MLB,2108.7,2108700.0,126.522,Y,Chilled Water Only,2018-01-01,2018-01-31,2017-12-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Chilled Water,Produced,67744.0,THR,812.928,812928.0,26.791261632,Y,Chilled Water Only,2017-11-01,2017-11-30,2017-10-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Steam,Produced,2054.0,MLB,2259.4,2259400.0,135.564,Y,Chilled Water Only,2017-05-01,2017-05-31,2017-04-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Chilled Water,Produced,92615.0,THR,1111.38,1111380.0,36.62719497,Y,Chilled Water Only,2017-09-01,2017-09-30,2017-08-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Steam,Produced,1736.0,MLB,1909.6,1909600.0,114.576,Y,Chilled Water Only,2017-04-01,2017-04-30,2017-03-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Steam,Produced,748.0,MLB,822.8,822800.0,49.368,Y,Chilled Water Only,2017-08-01,2017-08-31,2017-07-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Steam,Produced,133.0,MLB,146.3,146300.0,8.778,Y,Chilled Water Only,2017-09-01,2017-09-30,2017-08-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Electricity,Produced,121736.0,KWH,415.484968,415484.968,36.562677184,Y,Chilled Water Only,2017-11-01,2017-11-30,2017-10-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Electricity,Produced,252668.0,KWH,862.355884,862355.884,75.887317792,Y,Chilled Water Only,2017-04-01,2017-04-30,2017-03-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Electricity,Produced,467650.0,KWH,1596.08945,1596089.45,140.4558716,Y,Chilled Water Only,2017-05-01,2017-05-31,2017-04-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Electricity,Produced,185266.0,KWH,632.312858,632312.858,55.643531504,Y,Chilled Water Only,2017-02-01,2017-02-28,2017-01-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Steam,Produced,1370.0,MLB,1507.0,1507000.0,90.42,Y,Chilled Water Only,2017-06-01,2017-06-30,2017-05-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Electricity,Produced,265332.0,KWH,905.578116,905578.116,79.690874208,Y,Chilled Water Only,2017-10-01,2017-10-31,2017-09-01,2017
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.3596773801,-71.0920164734999,OWNED,149.2,572,144463.46,85962.72,42674.26,1225.11,25779.01,5249.28,2419.93,0.0,9059.75,15670.14,46635.48,0.0,0.0,21986.92,108.31,503.05,128636.98,15826.48,Electricity,Produced,184709.0,KWH,630.411817,630411.817,55.476239896,Y,Chilled Water Only,2017-06-01,2017-06-30,2017-05-01,2017
