shapeid,OBJECTID,BUILDING_NUMBER,LAYER,Shape_Leng,Shape_Area,x,y,Path
80,84,10,C-BLDG,678.7345171,24380.33563,-71.0916273,42.35957589,2154
80,84,10,C-BLDG,678.7345171,24380.33563,-71.0916591,42.35956428,2155
80,84,10,C-BLDG,678.7345171,24380.33563,-71.09164613,42.35954453,2156
80,84,10,C-BLDG,678.7345171,24380.33563,-71.09212855,42.35938645,2157
80,84,10,C-BLDG,678.7345171,24380.33563,-71.09214219,42.35940559,2158
80,84,10,C-BLDG,678.7345171,24380.33563,-71.09217142,42.35939504,2159
80,84,10,C-BLDG,678.7345171,24380.33563,-71.09224639,42.35951861,2160
80,84,10,C-BLDG,678.7345171,24380.33563,-71.09218907,42.35953838,2161
80,84,10,C-BLDG,678.7345171,24380.33563,-71.09237194,42.35984063,2162
80,84,10,C-BLDG,678.7345171,24380.33563,-71.09234813,42.35984889,2163
80,84,10,C-BLDG,678.7345171,24380.33563,-71.09197259,42.3599742,2164
80,84,10,C-BLDG,678.7345171,24380.33563,-71.09194778,42.35998311,2165
80,84,10,C-BLDG,678.7345171,24380.33563,-71.09176284,42.35968036,2166
80,84,10,C-BLDG,678.7345171,24380.33563,-71.09170336,42.35970098,2167
81,85,11,C-BLDG,285.3718925,5048.14134,-71.09260403,42.35946134,2168
81,85,11,C-BLDG,285.3718925,5048.14134,-71.09282298,42.3593881,2169
81,85,11,C-BLDG,285.3718925,5048.14134,-71.09294124,42.35958283,2170
81,85,11,C-BLDG,285.3718925,5048.14134,-71.0927224,42.35965585,2171
81,85,11,C-BLDG,285.3718925,5048.14134,-71.09260403,42.35946134,2172
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09197259,42.3599742,449
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09234813,42.35984889,450
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09234845,42.35984918,451
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09236126,42.35986762,452
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09311859,42.35961498,453
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09320341,42.35975084,454
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09321717,42.35977556,455
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09326465,42.35985311,456
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09200062,42.36027414,457
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09185744,42.36003797,458
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09198426,42.35999342,459
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09197302,42.35997507,460
15,17,13,C-BLDG,953.2675661,36498.76204,-71.09197259,42.3599742,461
68,72,14,C-BLDG,1410.60748,38054.49748,-71.09004811,42.35910507,1766
68,72,14,C-BLDG,1410.60748,38054.49748,-71.09007504,42.35915102,1767
68,72,14,C-BLDG,1410.60748,38054.49748,-71.08985088,42.35922777,1768
68,72,14,C-BLDG,1410.60748,38054.49748,-71.08988752,42.35928829,1769
68,72,14,C-BLDG,1410.60748,38054.49748,-71.08918309,42.35952234,1770
68,72,14,C-BLDG,1410.60748,38054.49748,-71.08914619,42.35946276,1771
68,72,14,C-BLDG,1410.60748,38054.49748,-71.089007,42.35950877,1772
68,72,14,C-BLDG,1410.60748,38054.49748,-71.08886596,42.35927366,1773
68,72,14,C-BLDG,1410.60748,38054.49748,-71.08884733,42.35928042,1774
68,72,14,C-BLDG,1410.60748,38054.49748,-71.0887274,42.35908404,1775
68,72,14,C-BLDG,1410.60748,38054.49748,-71.08949874,42.35882906,1776
68,72,14,C-BLDG,1410.60748,38054.49748,-71.08973158,42.35921376,1777
68,72,14,C-BLDG,1410.60748,38054.49748,-71.09004811,42.35910507,1778
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08951079,42.35928553,1779
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08939197,42.3590897,1780
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08905169,42.35920326,1781
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08906859,42.35923215,1782
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08907827,42.35922244,1783
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08910312,42.35923768,1784
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08912004,42.35925244,1785
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08913898,42.359272,1786
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08915338,42.35929288,1787
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.0891631,42.35931444,1788
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.0891688,42.35933947,1789
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08917012,42.35936139,1790
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08916881,42.35937329,1791
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08915399,42.35937225,1792
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08917049,42.35939908,1793
68.ring1,72,14,C-BLDG,1410.60748,38054.49748,-71.08951079,42.35928553,1794
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09018113,42.36049977,2623
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09019141,42.36049645,2624
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09018946,42.36049394,2625
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09072496,42.36031155,2626
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09072667,42.36031082,2627
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09078365,42.36029291,2628
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09078325,42.36029214,2629
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09074506,42.36023043,2630
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09087307,42.36018577,2631
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09088896,42.3602111,2632
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09088843,42.36021409,2633
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09090634,42.36024241,2634
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09084805,42.36026191,2635
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09084642,42.36026207,2636
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09085059,42.36026979,2637
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09085117,42.36027054,2638
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09088048,42.36031537,2639
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09088364,42.36031431,2640
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09092609,42.36030019,2641
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09097893,42.36038613,2642
106,110,16,C-BLDG,627.5257376,12748.05885,-71.0909335,42.36040254,2643
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09093253,42.36040309,2644
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09093961,42.3604128,2645
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09093193,42.36041598,2646
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09090045,42.36042701,2647
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09081198,42.36045609,2648
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09081073,42.36045452,2649
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09080928,42.36045504,2650
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09026734,42.36063848,2651
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09026707,42.36063857,2652
106,110,16,C-BLDG,627.5257376,12748.05885,-71.09018113,42.36049977,2653
110,115,17,C-BLDG,388.8383514,5248.711212,-71.0935108,42.36019702,2727
110,115,17,C-BLDG,388.8383514,5248.711212,-71.09349518,42.36018538,2728
110,115,17,C-BLDG,388.8383514,5248.711212,-71.09348262,42.36018833,2729
110,115,17,C-BLDG,388.8383514,5248.711212,-71.09348021,42.36018922,2730
110,115,17,C-BLDG,388.8383514,5248.711212,-71.09340413,42.36021472,2731
110,115,17,C-BLDG,388.8383514,5248.711212,-71.09330604,42.36005283,2732
110,115,17,C-BLDG,388.8383514,5248.711212,-71.09338091,42.3600273,2733
110,115,17,C-BLDG,388.8383514,5248.711212,-71.09343956,42.36012366,2734
